inputs,prediction,expected_output,score,cost
"Passage: There were 664,594 households out of which 24.35% had children under the age of 18 living with them, 46.28% were Marriage living together, 11.68% had a female householder with no husband present, and 37.40% were non-families. 30.11% of all households were made up of individuals and 14.70% (4.02% male and 10.68% female) had someone living alone who was 65 years of age or older. The average household size was 2.39 and the average family size was 2.97.
Question: How many in % of households didn’t have kids under the age of 18 livin’ with them?
Answer:","To find the percentage of households that didn't have children under the age of 18 living with them, we can subtract the percentage of households that did have children from 100%.

Given that 24.35% of households had children under the age of 18, we can calculate:

100% - 24.35% = 75.65%

Therefore, 75.65% of households didn’t have kids under the age of 18 living with them.",75.65|24.35,0.03333333333333333,0.0013814999999999997
"Passage: For the Class of 2017 (enrolled Fall 2013), Berea received 1,620 applications and accepted 551 (34.0%). The number enrolling was 397; the yield rate (the percentage of accepted students who enroll) was 72.1%, ranking behind only Harvard College and Stanford University in the 2014 CommonDataSet. In terms of class rank, 24.8% of enrolled freshmen were in the top 10% of their high school classes while 72.5% ranked in the top quarter. Of the 80.1% of enrolled freshmen submitting ACT (test) scores, the mean Composite score was 24.3; the middle 50% range was 22.0-26.0. Of the 14.6% of enrolled freshmen submitting SAT scores, the mean scores were 560 for critical reading, 565 for math, and 544 for writing, while the middle 50% range of SAT scores was 510-630 for critical reading, 513-610 for math, and 483-610 for writing. The incoming Class of 2017 was 54.8% female, 45.2% male.
Question: How many of the aplications to Berea for the clas of 2017 were not acepted?
Answer:","To find the number of applications to Berea for the Class of 2017 that were not accepted, we can subtract the number of accepted applications from the total number of applications received.

Total applications received: 1,620  
Accepted applications: 551  

Number of applications not accepted = Total applications - Accepted applications  
Number of applications not accepted = 1,620 - 551 = 1,069  

Therefore, 1,069 applications to Berea for the Class of 2017 were not accepted.",1069|66,0.03076923076923077,0.0027288
"Passage: Coming off their home win over the Browns, the Steelers flew to Sun Life Stadium for a Week 7 intraconference duel with the Miami Dolphins.  Pittsburgh trailed in the first quarter as Dolphins kicker Dan Carpenter made a 39-yard and a 23-yard field goal.  The Steelers took the lead in the second quarter with a 22-yard field goal from kicker Jeff Reed, followed by quarterback Ben Roethlisberger hooking up with wide receiver Hines Ward on a 21-yard touchdown pass.  Miami answered with Carpenter getting a 22-yard field goal, yet Pittsburgh came right back as Roethlisberger found wide receiver Mike Wallace on a 53-yard touchdown pass.  The Dolphins would close out the half with quarterback Chad Henne completing a 25-yard touchdown pass to wide receiver Davone Bess. In the third quarter, the Steelers added onto their lead as Reed booted a 39-yard field goal.  Miami answered with Carpenter making a 37-yard field goal.  Miami retook the lead in the fourth quarter as Carpenter got a 40-yard field goal, yet Pittsburgh struck back as Reed got an 18-yard field goal.  The Dolphins tried to rally, but the Pittsburgh defense stiffened and held for the victory.
Question: How many yads was the 2nd longest touchdown pass?
Answer:",The second longest touchdown pass in the passage was a 21-yard touchdown pass from Ben Roethlisberger to Hines Ward.,25|53,0.0,0.0012053999999999997
"Passage: When Major General Nathanael Greene took command in the South, Marion and Lieutenant Colonel Henry Lee were ordered in January 1781, to attack Georgetown but were unsuccessful. In April they took Fort Watson and in May they captured Fort Motte, and succeeded in breaking communications between the British posts in the Carolinas. On August 31, Marion rescued a small American force trapped by 500 British soldiers, under the leadership of Major C. Fraser. For this action he received the thanks of the Continental Congress. Marion commanded the right wing under General Greene at the Battle of Eutaw Springs. In January 1782, he was elected to a new State Assembly at Jacksonborough and left his troops to take up his seat. During his absence his brigade grew disheartened, particularly after a British sortie from Charleston, and there was reportedly a conspiracy to turn him over to the British. But in June of that year, he put down a Loyalist uprising on the banks of the Pee Dee River. In August he left his brigade and returned to his plantation. In 1782, the British Parliament suspended offensive operations in America, and in December 1782, the British withdrew their garrison from Charleston. The war was brought to an end by the Treaty of Paris.
Question: How many m0nths after the unsuccessfull attack on Georgetown did the American forces take Fort Watson?
Answer:","The unsuccessful attack on Georgetown occurred in January 1781, and Fort Watson was taken in April 1781. Therefore, the American forces took Fort Watson 3 months after the unsuccessful attack on Georgetown.",3,0.06666666666666667,0.00239085
"Passage: As of the census of 2000, there were 445,342 people, 169,162 households, and 114,015 families residing in the county.  The population density was 615 people per square mile (238/km²).  There were 178,913 housing units at an average density of 247 per square mile (95/km²).  The racial makeup of the county was 82.19% Race (United States Census), 1.15% Race (United States Census) or Race (United States Census), 0.65% Race (United States Census), 6.68% Race (United States Census), 0.30% Race (United States Census), 5.86% from Race (United States Census), and 3.17% from two or more races.  11.17% of the population were Race (United States Census) or Race (United States Census) of any race. 17.2% were of German American, 9.9% English American, 8.2% Irish American, and 6.7% Americans ancestry. 81.7% spoke only English at home, while 9.6% spoke Spanish and 1.2% Vietnamese.
Question: How many percents of the county pop was either German American or English Amurican?
Answer:","To find the percentage of the county population that was either German American or English American, you can add the two percentages together:

- German American: 17.2%
- English American: 9.9%

So, the total percentage is:

17.2% + 9.9% = 27.1%

Therefore, 27.1% of the county population was either German American or English American.",27.1,0.04347826086956522,0.0017933999999999997
"Passage: Coming off their divisional home win over the Browns, the Ravens flew to Gillette Stadium for a Week 4 battle with the New England Patriots.  After Patriots kicker Stephen Gostkowski got a 32-yard field goal in the first quarter, Baltimore got into the game with quarterback Joe Flacco hooking up with wide receiver Derrick Mason on a 20-yard touchdown pass.  In the second quarter, New England came back with quarterback Tom Brady's 1-yard touchdown run and running back Sammy Morris' 12-yard touchdown run. The Ravens would reply in the third quarter with defensive end Terrell Suggs sacking Brady, causing a fumble which rolled into the Patriots' endzone, where defensive end Dwan Edwards would land on it for a touchdown.  New England would come right back with Brady's 14-yard touchdown pass to wide receiver Randy Moss.  Baltimore would play some catch-up in the fourth quarter as Flacco found running back Willis McGahee on a 13-yard touchdown pass, but the Patriots willingly replied with Gostkowski's 33-yard field goal.  Flacco would lead a last-minute drive, but New England's stiffened and came away with the win.
Question: Who made a sack??
Answer:",Defensive end Terrell Suggs made a sack.,Terrell Suggs,0.5,4.5749999999999994e-05
"Passage: The 2010 United States Census reported that Lassen County had a population of 34,895. The racial makeup of Lassen County was 25,532 (73.2%) White (U.S. Census), 2,834 (8.1%) African American (U.S. Census), 1,234 (3.5%) Native American (U.S. Census), 356 (1.0%) Asian (U.S. Census), 165 (0.5%) Pacific Islander (U.S. Census), 3,562 (10.2%) from Race (United States Census), and 1,212 (3.5%) from two or more races.  Hispanic (U.S. Census) or Latino (U.S. Census) of any race were 6,117 persons (17.5%).
Question: How many more percents of ppl were white than blak?
Answer:","To find out how many more percent of people were White than Black in Lassen County according to the 2010 United States Census, we can subtract the percentage of Black (African American) residents from the percentage of White residents.

Percentage of White residents: 73.2%
Percentage of Black (African American) residents: 8.1%

Now, we subtract:

73.2% - 8.1% = 65.1%

Therefore, there were 65.1% more White residents than Black residents in Lassen County.",65.1,0.029411764705882353,0.0024858
"Passage: As of the 2010 United States Census, there were 244,826 people, 90,218 households, and 66,335 families residing in the county. The population density was . There were 95,554 housing units at an average density of . The racial makeup of the county was 81.2% white, 12.7% black or African American, 2.4% Asian, 0.3% American Indian, 0.1% Pacific islander, 0.9% from other races, and 2.5% from two or more races. Those of Hispanic or Latino origin made up 3.5% of the population. In terms of ancestry, 28.1% were German, 19.8% were Irish, 12.2% were English, 9.9% were Italian, 6.8% were Polish, and 6.2% were American.
Question: How many in percent from the census werent Engish?
Answer:","To find the percentage of the population that were not English, we can subtract the percentage of those who were English from 100%.

According to the passage, 12.2% of the population were English. 

So, the calculation would be:

100% - 12.2% = 87.8%

Therefore, 87.8% of the population were not English.",87.8,0.046511627906976744,0.0022226999999999998
"Passage: Paraguay has a small tourism industry. Total tourism receipts declined annually from 2000 through 2002. In 2003 Paraguay's hotel occupancy rate was 38 percent. It increased by 15 percent in 2004. Small gains in tourism have come from business rather than leisure travellers. For many years, Paraguay served as a central market for trafficable, duty-free goods. However, crackdowns by the governments of Brazil and Argentina have stemmed the flow of shoppers travelling to Paraguay looking for trafficable items. Paraguay is a country that has a lot of different activities for tourism, due to privileged weather and location conditions condensed into a varied geography, an inviting ""warm"" tropical climate and an  interesting history and unmatched folk art that adorn its streets with an identity that enchants anyone who visits the country. As an example, for less than 80 US dollars a visitor can have a personalized trip to a nature reserve area called Eco-Reserva Mbatovi which is located in the Paraguari department, about an hour away from the capital. The trip includes a bunch of different outdoor activities, water, and complete professional guidance during the whole trip.
Question: How many percent points was Paraguay's hotel ocupancy rate in 2004, tho?
Answer:","Paraguay's hotel occupancy rate in 2004 was 53 percent, which is an increase of 15 percentage points from the 38 percent occupancy rate in 2003.",53,0.08333333333333333,0.0008000999999999999
"Passage: Thailand is the worlds third largest producer of crude palm oil, producing approximately two million tonnes per year, or 1.2 percent of global output. Ninety-five percent of Thai production is consumed locally. Almost 85 percent of palm plantations and extraction mills are in south Thailand. At year-end 2016, 4.7 to 5.8 million Rai (unit) were planted in oil palms, employing 300,000 farmers, mostly on small landholdings of 20 rai. ASEAN as a region accounts for 52.5 million tonnes of palm oil production, about 85 percent of the world total and more than 90 percent of global exports. Indonesia accounts for 52.2 percent of world exports. Malaysian exports total 37.9 percent. The biggest consumers of palm oil are India, the European Union, and China, with the three consuming nearly 50 percent of world exports. Thailands Department of Internal Trade (DIT) usually sets the price of crude palm oil and refined palm oil. Thai farmers have a relatively low yield compared to those in Malaysia and Indonesia. Thai palm oil crops yield 4-17 percent oil compared to around 20 percent in competing countries. In addition, Indonesian and Malaysian oil palm plantations are 10 times the size of Thai plantations.
Question: How many cuntries produce moore crude palm oil than Thailand?
Answer:",Only two countries produce more crude palm oil than Thailand: Indonesia and Malaysia.,2|Indonesia and Malaysian,0.25,0.0008525999999999999
"Passage: Of Saratoga Countys population in 2010, 6.3% were between ages of 5 and 9 years, 6.7% between 10 and 14 years, 6.5% between 15 and 19 years, 5.5% between 20 and 24 years, 5.5% between 25 and 29 years, 5.8% between 30 and 34 years, 6.6% between 35 and 39 years, 7.9% between 40 and 44 years, 8.5% between 45 and 49 years, 8.0% between 50 and 54 years, 7.0% between 55 and 59 years, 6.4% between 60 and 64 years, and 13.7% of age 65 years and over. 22.7% of the countys population was under age 18. The median age was 40.9 years.
Question: How many percent of ppl were not betweeen 40 and 44 yrs?
Answer:","To find the percentage of people who were not between the ages of 40 and 44 years, we first need to determine the percentage of people who were in that age group, which is given as 7.9%.

Next, we subtract this percentage from 100% to find the percentage of people who were not in that age group:

100% - 7.9% = 92.1%

Therefore, 92.1% of the population were not between the ages of 40 and 44 years.",92.1,0.02857142857142857,0.0023224499999999998
"Passage: For the third straight week, the game got off to an ominous start for the Jets, as Chad Pennington was intercepted by Brian Williams on the Jets' first possession. Byron Leftwich then completed a short pass to Fred Taylor, who turned it into a 32-yard gain. Two plays later, Maurice Jones-Drew scored on a 6-yard touchdown run. After forcing a punt, Jacksonville wasted no time tacking onto their lead, with Leftwich completing passes to Reggie Williams and George Wrighster for long gains. Taylor would then score on a 13-yard touchdown run for a 14-0 Jaguars lead. Early in the second quarter, the Jets attempted a punt, but the Jaguars' Gerald Sensabaugh blocked it, and Jorge Cordova recovered at the Jets' 8-yard line. Three plays later, Jones-Drew scored on a 4-yard touchdown run, surviving a challenge by the Jets. It only snowballed from there, as Pennington was intercepted by Terry Cousin on the next possession, and Leftwich flipped a 1-yard touchdown pass to Wrighster. Jacksonville would add a Josh Scobee 43-yard field goal early in the second half, and after Deon Grant intercepted Pennington, Leftwich threw a 16-yard touchdown pass to Williams for a 38-0 lead. The Jets' lone scoring chance in the second half was stopped when Leon Washington was stuffed on a 4th-and-goal from the Jaguars' 1-yard line early in the fourth quarter. The Jets were stopped on fourth down on their next possession when Pennington's scramble fell a yard short, and Scobee added a 40-yard field goal to close the scoring. On the Jets' final possession, backup rookie quarterback Kellen Clemens made his first appearance under center, but the drive ended badly when he was sacked by Montavious Stanley and Nick Greisen recovered.
Question: How many field g0als did Scobee kick in the secnd half?
Answer:",Josh Scobee kicked two field goals in the second half: a 43-yard field goal and a 40-yard field goal.,2|40,0.0,0.0007384499999999999
"Passage: The Broncos' defense surrendered only three field goals by Texans' placekicker Nick Novak, and spoiled quarterback Brock Osweiler's return to Denver, allowing only 131 passing yards. Osweiler spent the previous four seasons (2012-2015) as Peyton Manning's backup quarterback, and started seven games in 2015 while Manning was injured. The Broncos scored three offensive touchdowns: a 4-yard pass from quarterback Trevor Siemian to Demaryius Thomas, plus two rushing touchdowns, one from C. J. Anderson, and the other from rookie Devontae Booker. Placekicker Brandon McManus also added two field goals. This was the first of two games in which the Broncos wore wear their alternate navy blue uniforms&#8212;the other was Week 15 vs. the New England Patriots. This was Broncos' head coach Gary Kubiak's first victory against the Texans, for whom he coached from 2006-2013, as well as Kubiak's return to the sideline following a health scare that forced him to miss the team's Week 6 loss to the San Diego Chargers. During halftime, three former Broncos were inducted into the Ring of Fame: Placekicker Jason Elam, who played with the Broncos from 1993-2007 and is the franchise's all-time leader in field goals (395) and points scored (1,786); defensive lineman Simon Fletcher, who played with the Broncos from 1985-1995 and is the franchise's all-time leader in sacks (97.5) and consecutive games played (172); safety John Lynch, who played four seasons with the Broncos from 2004-2007.
Question: How many yers did Osweiler spend as Peyton Manning's backup qb?
Answer:","Brock Osweiler spent four years as Peyton Manning's backup quarterback, from 2012 to 2015.",3|four seasons|4,0.125,0.00021239999999999996
"Passage: In the city, the population was spread out with 12.0% under the age of 18, 55.2% from 18 to 24, 15.3% from 25 to 44, 10.3% from 45 to 64, and 7.1% who were 65 years of age or older.  The median age was 22 years. For every 100 females, there were 160.7 males.  For every 100 females age 18 and over, there were 173.2 males.
Question: Which age group had the thurd most ppl?
Answer:","The age group with the third most people is the 25 to 44 age group, which comprises 15.3% of the population.",under the age of 18,0.19047619047619047,0.0013000499999999996
"Passage: More than 5,000 US troops of General John J. Pershing's forces, including elements of the 7th Cavalry and the African-American U.S. 10th Cavalry Regiment, entered Mexico in hot pursuit of Villa. The campaign consisted primarily of dozens of minor skirmishes with small bands of insurgents. Gen. Pershing failed to catch up to Villa. On 21 June 1916, two troops of the 10th, totaling 92 troopers, attacked Mexican Federal Army troops in an engagement in the Battle of Carrizal, Chihuahua. 12 US troops were killed and 23 taken prisoner; 45 Federales were casualties, including the Mexican general Gomez. The engagement nearly precipitated open war with the Mexican government , but both governments immediately moved to lessen tensions and open negotiations for US withdrawal, preventing war. The prisoners were repatriated at El Paso, Texas by the Carrancista government.
Question: How many more US trooops were taken prisner than killed??
Answer:","In the Battle of Carrizal, 12 US troops were killed and 23 were taken prisoner. To find out how many more US troops were taken prisoner than killed, we subtract the number of killed from the number of taken prisoner:

23 (taken prisoner) - 12 (killed) = 11

Therefore, 11 more US troops were taken prisoner than killed.",11,0.037037037037037035,0.0016990499999999997
"Passage: Per 2013 census, the total population of the department was 867,463 with 431,357 males and 436,106 females. The proportion of women was 50.30 per cent. The total rural population was 75.70 percent, while the urban population was 24.30 per cent. The proportion of women in child bearing age of 15 to 49 years was 22.00 per cent. The total foreign population in the department was 28,636 which formed 3.30 per cent of the total population in the department. The proportion of assets of foreigners aged 10+ years was 27.40 per cent, while for the people aged 15-64 years, it was 26.40 per cent. The proportion of women in foreign population constituted 47.60 per cent. The number of households in the department was 108,351 and the average household size was 8. The intercensal growth rate of population was 4.60 per cent.
Question: How many percent points higher was the % of assets of foriegners aged 10+ yrs than those aged 15-64?
Answer:","To find out how many percentage points higher the proportion of assets of foreigners aged 10+ years (27.40%) is compared to those aged 15-64 years (26.40%), we subtract the latter from the former:

27.40% - 26.40% = 1.00%

Therefore, the proportion of assets of foreigners aged 10+ years was 1.00 percentage point higher than those aged 15-64 years.",1|1.0,0.03773584905660378,0.0018865499999999996
"Passage: The Ogaden War was a Somali military offensive between July 1977 and March 1978 over the disputed Ethiopian region Ogaden starting with the Somali Democratic Republic's invasion of Ethiopia. The Soviet Union disapproved of the invasion and ceased its support of Somalia to instead start supporting Ethiopia, whereas the United States conversely ceased its support of Ethiopia and started supporting Somalia. Ethiopia was saved from a major defeat and a permanent loss of territory due to a massive airlift of military supplies , the arrival of 16,000 Cuban troops, 1,500 Soviet advisors and 2 brigades from South Yemen, also airlifted to reinforce Harar. The Ethiopians prevailed at Harar, Dire Dawa, Jijiga and began to push the Somalis out of the Ogaden systematically. By March 1978, the Ethiopians had captured almost all of the Ogaden, prompting the defeated Somalis to give up their claim to the region. With 1/3 of the initial Somali National Army invasion force killed and 1/2 of the Somali Airforce destroyed, the war left Somalia with a disorganized and demoralized army and an angry population. All of these conditions led to a revolt in the army which eventually spiraled into a civil war and Somalia's current situation.
Question: Was more of the initial Somali National Army forc3 killed or were more of the Somali Air-force destroyd?
Answer:","More of the initial Somali National Army invasion force was killed, with 1/3 of the force killed compared to 1/2 of the Somali Air Force being destroyed.",Somali Airforce|the Somali Airforce|Somali Air-force destroyed,0.14814814814814814,0.0010928999999999997
