inputs,prediction,expected_output,score,cost
"Passage: The reason for his retirement to Auriol is not far to seek.  The plague was raging in southern France again in 1361 and 1362.   Cardinal Pierre des Près died on 16 May 1361; Cardinal Petrus de Foresta, died on 7 June 1361; Cardinal Guillaume Farinier, died on 17 June 1361; Cardinal Guillaume Court, O.Cist., died on  12 June 1361; Cardinal Petrus Bertrandi, died on 13 July 1361; Cardinal Jean de Caraman, died on 1 August 1361; Cardinal Bernard de la Tour, died on 7 August 1361; Cardinal Francesco degli Atti, died on 25 August 1361; and Cardinal Pierre de Cros died in September 1361.  In addition it was estimated that some 6000 persons, and more than 100 bishops died in 1361.  Cardinal Nicolas Roselli (1357-1362) of Tarragona died at Majorca on 28 March 1362, though not of the plague.
Question: Who died frst: Cardinal Pierre des Près or Cardinal Pierre de Cros?? 🤔
Answer:","Correct! Cardinal Pierre des Près died first on 16 May 1361, while Cardinal Pierre de Cros died later in September 1361.",Cardinal Pierre des Près,0.32,0.0120231
"Passage: The greatest single victory of the SNA-WSLF was a second assault on Jijiga in mid-September , in which the demoralized Ethiopian troops withdrew from the town. The local defenders were no match for the assaulting Somalis and the Ethiopian military was forced to withdraw past the strategic strongpoint of the Marda Pass, halfway between Jijiga and Harar. By September Ethiopia was forced to admit that it controlled only about 10% of the Ogaden and that the Ethiopian defenders had been pushed back into the non-Somali areas of Harerge, Bale, and Sidamo. However, the Somalis were unable to press their advantage because of the high attrition on its tank battalions, constant Ethiopian air attacks on their supply lines, and the onset of the rainy season which made the dirt roads unusable. During that time, the Ethiopian government managed to raise and train a giant militia force 100,000 strong and integrated it into the regular fighting force. Also, since the Ethiopian army was a client of U.S weapons, hasty acclimatization to the new Warsaw Pact bloc weaponry took place. From October 1977 until January 1978, the SNA-WSLF forces attempted to capture Harar during the Battle of Harar, where 40,000 Ethiopians had regrouped and re-armed with Soviet-supplied artillery and armor; backed by 1500 Soviet ""advisors"" and 11,000 Cuban soldiers, they engaged the attackers in vicious fighting. Though the Somali forces reached the city outskirts by November, they were too exhausted to take the city and eventually had to withdraw to await the Ethiopian counterattack.
Question: How many men in all were on the Ethiopian side during the Battle of Harar?? lol
Answer:",51000,52500|40000,0.0,0.0139677
"Passage: In 1905, 1,003 Korean immigrants, which included 802 men and 231 women and children, departed from the port of Chemulpo, Incheon aboard the ship Ilford to Salina Cruz, Oaxaca, Mexico. The journey took 45 days, after which they took a train to Coatzacoalcos, Veracruz. In the Veracruz port, another boat was taken to the port of Progreso with the final destination being the capital city of Mérida, Yucatan. They arrived in May 1905, with previously signed contracts for four years' work as indentured laborers on the Yucatán henequen haciendas. Many of these Koreans were distributed throughout the Yucatán in 32 henequen haciendas. The town of Motul, Yucatan, located in the heart of the henequen zone, was a destination for many of the Korean immigrants. Subsequently, in 1909, at the end of their contracts, they began a new stage in which they scattered even further  Thus, the majority of those who came were single men who made or remade their family lives with Yucatecan especially Maya women. While Korean girls were much more subject to marriages arranged by Korean parents, males had greater freedom when it came to making a family. This rapid intermarriage by Koreans, coupled with geographic dispersal, prevented the establishment of close social networks among these migrants and therefore provided the basis for Korean descendants among the Yucatan Peninsula. After that 1905 ship, no further entries of Koreans into Mexico were recorded, until many years later, leading to a new community of Koreans with completely different characteristics from those who entered in 1905. These descendants have started the Museo Conmemorativo de la Inmigración Coreana a Yucatán, a museum for the remembrance of their ancestors journey.
Question: Which population groups had, like, fewer members than the male pop?? 🤔
Answer:",Women and children,women and children,1.0,0.012386699999999999
"Passage: In the census of 2010, there were 66,135 people, 26,265 (2000 data) households, and 14,051 (2000 data) families residing in the city. The population density was 6,096.7 people per square mile (2,199.9/km²). There were 30,272 (2000 data) housing units at an average density of 2,790.6 per square mile (1,077.2/km²). The racial makeup of the city was 59.38% (52.31% Non-Hispanic) (7.07 White-Hispanic) White (U.S. Census), 24.19% African American (U.S. Census), 14.47% Hispanic (U.S. Census) or Latin (U.S. Census)) of any race, 8.24% from Race (United States Census), 5.74% from two or more races, 2.62% Asian (U.S. Census), 0.69%  Native American (U.S.Census), and 0.14% Pacific Islander (U.S. Census). There is a growing Guyana population in the area. The top ancestries self-identified by people on the census are Italian (13.6%), Guyanese (12.3%), Irish (12.1%), Puerto Rican (10.1%), German (8.7%), English (6.0%), Polish (5.4%), French (4.4%). These reflect historic and early 20th-century immigration, as well as that since the late 20th century.
Question: How many percent of ppl were not African American?? 🤔
Answer:",75.81%,75.81|85.53,1.0,0.0161805
"Passage: From 1989 to 1993, the Pacers would play at or near .500 and qualify for the playoffs, in 1989-90 NBA season, the Pacers parlayed a fast start into the teams third playoff appearance. But the Pacers were swept by the 1989-90 Detroit Pistons season, who would go on to win their second consecutive 1990 NBA Finals. Reggie Miller became the first Pacer to play in the 1990 NBA All-Star Game since 1976 on the strength of his 24.6 points-per-game average. Despite four straight first round exits, this period was highlighted by a first round series with the Boston Celtics in 1990-91 NBA season that went to Game 5. The next season, the Pacers returned to the playoffs in 1992 NBA Playoffs and met the 1991-92 Boston Celtics season for the second year in a row. But this time, the Celtics left no doubt who was the better team, as they swept the Pacers in three straight games. Chuck Person and point guard Micheal Williams were traded to the Minnesota Timberwolves in the off-season, and the Pacers got Pooh Richardson and Sam Mitchell (basketball) in return. For the 1992-93 NBA season, Detlef Schrempf moved from sixth man to the starter at small forward and was elected to his first All-Star game. Miller, meanwhile, became the Pacers all-time NBA era leading scorer during this season (4th overall). The Pacers returned to the 1993 NBA Playoffs with a 41-41 record, but lost to the 1992-93 New York Knicks season in the first round, three games to one.
Question: How manyy years were between the last time a Pacer played in an NBA All-Star game and when Reggie Miller got to play??
Answer:",14,14|15,1.0,0.01672845
"Passage: There are hundreds of healthcare institutions in Croatia, including 79 hospitals and clinics with 23,967 beds. The hospitals and clinics care for more than 700 thousand patients per year and employ 5,205 Doctor of Medicine, including 3,929 specialists. There are 6,379 private practice offices, and a total of 41,271 health workers in the country. There are 63 emergency medical service units, responding to more than a million calls. The principal cause of death in 2008 was cardiovascular disease at 43.5% for men and 57.2% for women, followed by tumours, at 29.4% for men and 21.4% for women. In 2009 only 13 Croatians had been infected with HIV/AIDS and 6 had died from the disease. In 2008 it was estimated by the WHO that 27.4% of Croatians over the age of 15 are smokers. According to 2003 WHO data, 22% of the Croatian adult population is obese.
Question: How many more percent of women die of cardiovascular disease than men, like, y'know?? 🤔
Answer:",13.7%,13.7,1.0,0.01590135
"Passage: Succession is now regulated by laws passed by the National Diet. The current law excludes women from the succession. A change to this law had been considered until Princess Kiko gave birth to a son. Until the birth of Prince Hisahito, son of Prince Akishino, on September 6, 2006, there was a potential succession problem, since Prince Akishino was the only male child to be born into the imperial family since 1965. Following the birth of Princess Aiko, there was public debate about amending the current Imperial Household Law to allow women to succeed to the throne. In January 2005, Prime Minister Junichiro Koizumi appointed a special panel composed of judges, university professors, and civil servants to study changes to the Imperial Household Law and to make recommendations to the government. The panel dealing with the succession issue recommended on October 25, 2005, amending the law to allow females of the male line of imperial descent to ascend the Japanese throne. On January 20, 2006, Prime Minister Junichiro Koizumi devoted part of his annual keynote speech to the controversy, pledging to submit a bill allowing women to ascend the throne to ensure that the succession continues in the future in a stable manner. Shortly after the announcement that Princess Kiko was pregnant with her third child, Koizumi suspended such plans. Her son, Prince Hisahito, is the third in line to the throne under the current law of succession. On January 3, 2007, Prime Minister Shinzō Abe announced that he would drop the proposal to alter the Imperial Household Law.
Question: How manyy yrs old was Prince Akishino when his son was born??
Answer:",40,41,0.0,0.009905699999999998
"Passage: There were 664,594 households out of which 24.35% had children under the age of 18 living with them, 46.28% were Marriage living together, 11.68% had a female householder with no husband present, and 37.40% were non-families. 30.11% of all households were made up of individuals and 14.70% (4.02% male and 10.68% female) had someone living alone who was 65 years of age or older. The average household size was 2.39 and the average family size was 2.97.
Question: How many in % of households were famileez?? 🤔
Answer:",57.96%,62.6|62.60|2.97,0.0,0.011852099999999999
"Passage: Old age pensions were raised by 300 francs per month to 1,700 francs for a single person and to 3,700 francs for a couple, while health insurance benefits were made more widely available to unemployed persons and part-time employees. Housing allocations for the low-paid were raised by 25% in 1981, and in the two years following May 1981 family allowances were increased by 44% for families with 3 children and by 81% for families with 2 children. In 1981, the purchasing power of social transfers went up by 4.5% and by 7.6% in 1982. In addition, the minimum wage (which affected 1.7 million employees) was increased by 15% in real terms between May 1981 and December 1982.
Question: How manyy francs were the old age pensions for a single person b4 they were raised?? 🤔
Answer:","1,400 francs",1400,0.6666666666666666,0.01641285
"Passage: Like most other European countries, Hungary is experiencing sub-replacement fertility; its estimated total fertility rate of 1.43 is well below the replacement rate of 2.1, albeit higher than its nadir of 1.28 in 1999. As a result, its population has gradually declining and rapidly aging. In 2011, the conservative government began a program to increase the birth rate with a focus on ethnic Magyars by reinstating 3 year maternity leave as well as boosting part-time jobs. The birth rate has gradually increased from 1.27 children born/woman in 2011. The natural decrease in the first 10 months of 2016 was only 25,828 which was 8,162 less than the corresponding period in 2015. In 2015, 47.9% of births were to unmarried women. Life expectancy was 71.96 years for men and 79.62 years for women in 2015, growing continuously since the End of Communism in Hungary (1989).
Question: How manyy years longer is the life expectancy for women compared to men?? 🤔
Answer:",7.66,7.66,1.0,0.0159954
"Passage: As of the census of 2000, there were 25,764 people, 10,477 households, and 7,459 families residing in the county.  The population density was 45 people per square mile (17/km2).  There were 12,115 housing units at an average density of 21 per square mile (8/km2).  The racial makeup of the county was 87.11% Race (United States Census), 10.65% Race (United States Census) or Race (United States Census), 0.76% Race (United States Census), 0.12% Race (United States Census), 0.02% Race (United States Census), 0.62% from Race (United States Census), and 0.72% from two or more races.  1.76% of the population were Race (United States Census) or Race (United States Census) of any race.
Question: which has moore, housing units or householdss?? 🤔
Answer:","Yes, you are correct. There are more housing units (12,115) than households (10,477) in the county, indicating that there are more physical housing units available than there are households occupying them.",housing units,0.125,0.0144126
"Passage: Then, in 1544, five French galleys under Polin, including the superb Réale, accompanied Barbarossa's fleet, on a diplomatic mission to Suleiman. The French fleet accompanied Barbarossa during his attacks on the west coast of Italy on the way to Constantinople, as he laid waste to the cities of Porto Ercole, Giglio, Talamona, Lipari and took about 6,000 captives, but separated in Sicily from Barbarossa's fleet to continue alone to the Ottoman capital. Jerôme Maurand, a priest of Antibes who accompanied Polin and the Ottoman fleet in 1544, wrote a detailed account in Itinéraire d'Antibes à Constantinople. They arrived in Constantinople on 10 August 1544 to meet with Suleiman and give him an account of the campaign. Polin was back to Toulon on 2 October 1544.
Question: Who did Suleiman meet w/ in Constantinople?? 🤔
Answer:",Polin,Jerôme Maurand and Polin|1544,0.4,0.016830599999999998
"Passage: Old age pensions were raised by 300 francs per month to 1,700 francs for a single person and to 3,700 francs for a couple, while health insurance benefits were made more widely available to unemployed persons and part-time employees. Housing allocations for the low-paid were raised by 25% in 1981, and in the two years following May 1981 family allowances were increased by 44% for families with 3 children and by 81% for families with 2 children. In 1981, the purchasing power of social transfers went up by 4.5% and by 7.6% in 1982. In addition, the minimum wage (which affected 1.7 million employees) was increased by 15% in real terms between May 1981 and December 1982.
Question: How manyy more percenttage points was the increase for famillies with 2 kids than for famillies with 3 children??
Answer:",37,37,1.0,0.010051799999999998
"Passage: Mehmed built a fleet to besiege the city from the sea .Contemporary estimates of the strength of the Ottoman fleet span between about 110 ships , 145 , 160 , 200-250  to 430 . A more realistic modern estimate predicts a fleet strength of 126 ships comprising 6 large galleys, 10 ordinary galleys, 15 smaller galleys, 75 large rowing boats, and 20 horse-transports.:44 Before the siege of Constantinople, it was known that the Ottomans had the ability to cast medium-sized cannons, but the range of some pieces they were able to field far surpassed the defenders' expectations. Instrumental to this Ottoman advancement in arms production was a somewhat mysterious figure by the name of Orban , a Hungarian .:374 One cannon designed by Orban was named ""Basilica"" and was 27 feet  long, and able to hurl a 600 lb  stone ball over a mile .
Question: How many morre rowing boats than horse-transports did the Ottoman fleet have?? 🤔
Answer:",55,55,1.0,0.013725449999999998
"Passage: A census in 1891 of uncertain accuracy gave a figure of 43,796 inhabitants, 79% of whom were Chinese (71% of the Chinese were Hakka people), 14% Malay, and 6% Indian. Another estimate put the population of Kuala Lumpur in 1890 at 20,000. In 1931, 61% of Kuala Lumpurs 111,418 inhabitants were Chinese, and in 1947 63.5%. The Malays however began to settle in the Kuala Lumpur in significant numbers, in part due to government employment, as well as the expansion of the city that absorbed the surrounding rural areas where many Malays lived. Between 1947 and 1957 the population of Malays in Kuala Lumpur doubled, increasing from 12.5 to 15%, while the proportion of Chinese dropped. The process continued after Malayan independence with the growth of a largely Malay civil service, and later the implementation of the Malaysian New Economic Policy which encouraged Malay participation in urban industries and business. In 1980 the population of Kuala Lumpur had reached over a million, with 52% Chinese, 33% Malay, and 15% Indian. From 1980 to 2000 the number of Bumiputras increased by 77%, but the Chinese still outnumbered the Bumiputras in Kuala Lumpur in the 2000 census at 43% compared to Bumiputras at 38%. By the 2010 census, according to the Department of Statistics and excluding non-citizens, the percentage of the Bumiputera (Malaysia) population in Kuala Lumpur had reached around 45.9% (44.7% Malay), with the Chinese population at 43.2% and Indians 10.3%.
Question: How many percent of ppl were not Chinee in 1891?? 🤔
Answer:",21%,21,1.0,0.0150108
"Passage: As Somalia gained military strength, Ethiopia grew weaker. In September 1974, Emperor Haile Selassie had been overthrown by the Derg , marking a period of turmoil. The Derg quickly fell into internal conflict to determine who would have primacy. Meanwhile, various anti-Derg as well as separatist movements began throughout the country. The regional balance of power now favoured Somalia. One of the separatist groups seeking to take advantage of the chaos was the pro-Somalia Western Somali Liberation Front  operating in the Somali-inhabited Ogaden area, which by late 1975 had struck numerous government outposts. From 1976 to 1977, Somalia supplied arms and other aid to the WSLF. A sign that order had been restored among the Derg was the announcement of Mengistu Haile Mariam as head of state on February 11, 1977. However, the country remained in chaos as the military attempted to suppress its civilian opponents in a period known as the Red Terror . Despite the violence, the Soviet Union, which had been closely observing developments, came to believe that Ethiopia was developing into a genuine Marxist-Leninist state and that it was in Soviet interests to aid the new regime. They thus secretly approached Mengistu with offers of aid that he accepted. Ethiopia closed the U.S. military mission and the communications centre in April 1977. In June 1977, Mengistu accused Somalia of infiltrating SNA soldiers into the Somali area to fight alongside the WSLF. Despite considerable evidence to the contrary, Barre strongly denied this, saying SNA ""volunteers"" were being allowed to help the WSLF.
Question: How many months after Mengistu Haile Mariam was made headd of state did Ethiopia close the U.S. military mission & the comms center?? 🤔
Answer:",2,2,1.0,0.016633799999999997
"Passage: Coming off their road win over the Cardinals, the Giants flew to FedEx Field for a Week 13 NFC East rematch with the Washington Redskins.  In the first quarter, New York scored first as QB Eli Manning completed a 40-yard TD pass to WR Amani Toomer, along with kicker John Carney getting a 31-yard field goal.  In the second quarter, the Giants increased their lead as Carney got a 38-yard field goal.  The Redskins would close out the half with WR Devin Thomas getting a 29-yard TD run. In the third quarter, New York began to pull away as RB Brandon Jacobs got a 1-yard TD run.  In the fourth quarter, the Giants sealed the deal with Carney connecting on a 39-yard field goal. With the season-sweep, the Giants improved to 11-1, exceeding the 1986 and 1990 teams (both started 10-2 and eventually won the Super Bowl) for the best 12-game record in franchise history.
Question: How many field goals did Carney kick in the frst half?? 🤔
Answer:",2,2,1.0,0.0151824
"Passage: Vaudreuil and Montcalm were minimally resupplied in 1758, as the British blockade of the French coastline limited French shipping. The situation in New France was further exacerbated by a poor harvest in 1757, a difficult winter, and the allegedly corrupt machinations of François Bigot, the intendant of the territory. His schemes to supply the colony inflated prices and were believed by Montcalm to line his pockets and those of his associates. A massive outbreak of smallpox among western Indian tribes led many of them to stay away from trading in 1758. The disease probably spread through the crowded conditions at William Henry after the battle; yet the Indians blamed the French for bringing ""bad medicine"" as well as denying them prizes at Fort William Henry. Montcalm focused his meager resources on the defense of the St. Lawrence, with primary defenses at Carillon, Quebec, and Louisbourg, while Vaudreuil argued unsuccessfully for a continuation of the raiding tactics that had worked quite effectively in previous years. The British failures in North America combined with other failures in the European theater and led to Newcastle's fall from power along with the Duke of Cumberland, his principal military advisor. Newcastle and Pitt joined in an uneasy coalition in which Pitt dominated the military planning. He embarked on a plan for the 1758 campaign that was largely developed by Loudoun. He had been replaced by Abercrombie as commander in chief after the failures of 1757. Pitt's plan called for three major offensive actions involving large numbers of regular troops supported by the provincial militias, aimed at capturing the heartlands of New France. Two of the expeditions were successful, with Fort Duquesne and Louisbourg falling to sizable British forces.
Question: What was un-abled to resupply Vaudreuil and Montcalm?? 🤔
Answer:",The British blockade of the French coastline.,French shipping|the French|François Bigot,0.33333333333333337,0.0122391
"Passage: In the city, the age distribution of the population shows 21.8% under the age of 18, 13.1% from 18 to 24, 31.7% from 25 to 44, 20.1% from 45 to 64, and 13.2% who were 65 years of age or older. The median age was 34 years. For every 100 females, there were 87.1 males. For every 100 females age 18 and over, there were 83.5 males.
Question: Which age group is, like, larger: 25 to 44 or 45 to 64?? 🤔
Answer:",25 to 44,25 to 44,1.0,0.01569105
"Passage: As of the census of 2000, there were 24,621 people, 9,029 households, and 6,284 families residing in the county.  The population density was 73 people per square mile (28/km²).  There were 12,064 housing units at an average density of 36 per square mile (14/km²).  The racial makeup of the county was 97.90% White (U.S. Census), 0.56% African American (U.S. Census), 0.15% Native American (U.S. Census), 0.28% Asian (U.S. Census), 0.02% Pacific Islander (U.S. Census), 0.36% from Race (United States Census), and 0.74% from two or more races. Hispanic (U.S. Census) or Latino (U.S. Census) of any race were 0.93% of the population. 21.3% were of English people, 16.5% Germans, 11.4% Irish people, 10.7% United States, 5.3% danish people and 5.3% Italian people ancestry according to Census 2000.
Question: How many in % from the census weren't whiiite? 🤔
Answer:",2.10%,2.1|2.10,1.0,0.01389285
