inputs,prediction,expected_output,score,cost
"Passage: Hoping to rebound from their road loss to the Bills, the Chargers flew to Wembley Stadium for the 2008 International Series game with the New Orleans Saints. In the first quarter, San Diego trailed early as kicker Taylor Mehlhaff got a 23-yard field goal.  The 'Bolts would respond with kicker Nate Kaeding getting a 33-yard field goal.  In the second quarter, New Orleans regained the lead as QB Drew Brees (a former Charger) completed a 12-yard TD pass to WR Devery Henderson (with a failed PAT) and RB Deuce McAllister getting a 1-yard TD run.  San Diego answered as QB Philip Rivers completed a 12-yard TD pass to RB LaDainian Tomlinson, but the Saints replied with Brees completing a 30-yard TD pass to WR Lance Moore.  The Chargers closed out the half with Rivers completing a 12-yard TD pass to TE Antonio Gates. In the third quarter, New Orleans increased its lead Brees completing a 1-yard TD pass to TE Mark Campbell, after a very controversial Pass interference call on cornerback Cletis Gordon put the Saints on the 1-yard line.  The 'Bolts would answer with Kaeding getting a 24-yard field goal.  In the fourth quarter, the Saints continued to build its lead as FB Mike Karney got a 1-yard TD run.  San Diego tried to rally as Kaeding nailed a 31-yard field goal, Rivers completed a 14-yard TD pass to WR Vincent Jackson, and Brees giving the 'Bolts a safety via an incomplete pass thrown into the back of his own endzone.  However, New Orleans' defense stiffened for the win. With the loss, the Chargers went into their bye week at 3-5.
Question: Use only the supplied information, output an integer only (no words) to represent How many total yards of field goals did Nate Kaeding make.
Answer:",response1,88|33,0,0.00824595
"Passage: The Titans began their season at Heinz Field for the annual kickoff game against the defending Super Bowl champions, the Pittsburgh Steelers.  After a scoreless first quarter, Tennessee trailed near the end of the second quarter as Steelers quarterback Ben Roethlisberger completed a 34-yard touchdown pass to wide receiver Santonio Holmes.  Afterwards, the Titans would tie the game as quarterback Kerry Collins completed a 16-yard touchdown pass to wide receiver Justin Gage. After a scoreless third quarter, Tennessee took the lead as kicker Rob Bironas got a 45-yard field goal, while Pittsburgh kicker Jeff Reed made a 32-yard field goal to tie the game.  In overtime, the Steelers got the win as Reed nailed a game-winning 33-yard field goal. With the loss, the Titans started the season out at 0-1.
Question: Use only the supplied information, output an integer only (no words) to represent how many yards did collins complete.
Answer:",response1,16,0,0.010598399999999994
"Passage: Coming off an easy win over the 49ers, the Seahawks flew to INVESCO Field at Mile High for an interconference duel with their former division rival, the Broncos. In the first quarter Seattle trailed early as QB Kyle Orton made a 13-yard TD pass to WR Eddie Royal, followed in the second quarter by RB Correll Buckhalter getting a 1-yard TD run. Then kicker Matt Prater made a 20-yard field goal to put the Broncos up 17-0. In the third quarter Seattle tried to cut the lead when QB Matt Hasselbeck completed an 11-yard TD pass to WR Ben Obomanu, but Denver scored with RB Knowshon Moreno getting a 1-yard TD run. In the fourth quarter Seattle fell further behind when Orton found WR Demaryius Thomas on a 21-yard TD pass. Seattle would make the final score of the game when Hasselbeck scrambled 20 yards to the endzone for a touchdown.
Question: Use only the given passage, output an integer only (no words) to represent How many points did Seattle trail by at the half.
Answer:",response2,17|13,0,0.009660899999999997
"Passage: Quarrels between Denmark and Sweden led to the Northern Seven Years' War in 1563, which ended in 1570 with the Treaty of Stettin. Primarily fought in western and southern Scandinavia, the war involved important naval battles fought in the Baltic. When Danish-held Varberg surrendered to Swedish forces in 1565, 150 Danish mercenaries escaped the subsequent massacre of the garrison by defecting to Sweden. Among them was Pontus de la Gardie, who thereafter became an important Swedish commander in the Livonian War. Livonia was also affected by the naval campaign of Danish admiral Peter or Per Munck, who bombarded Swedish Reval from sea in July 1569. The Treaty of Stettin made Denmark the supreme and dominating power in Northern Europe, yet failed to restore the Kalmar Union. Unfavourable conditions for Sweden led to a series of conflicts that only ended with the Great Northern War in 1720. Sweden agreed to turn over her possessions in Livonia in return for a payment by Holy Roman Emperor Maximilian II. Maximilian failed to pay the promised compensation, however, and thereby lost his influence on Baltic affairs. The terms of the treaty regarding Livonia were ignored, and thus the Livonian War continued. From Ivan's point of view, the treaty enabled the powers involved to form an alliance against him, now that they were no longer fighting each other.
Question: Use only the given passage, output an integer only (no words) to represent How many years after Varberg surrendered did the war end. If the start or end year is missing output unknown, choose years explicitly tied to the war mentioned.
Answer:",response2,5,0,0.009077099999999998
"Passage: As of the census of 2000, there were 102,121 people, 40,307 households, and 26,118 families residing in the city. The population density was 2,265.5 people per square mile (874.6/km2). There were 43,121 housing units at an average density of 956.6 per square mile (369.3/km2). The racial makeup of the city was 76.21% White (U.S. Census), 2.41% African American (U.S. Census), 1.73% Native American (U.S. Census), 0.67% Asian (U.S. Census), 0.06% Pacific Islander (U.S. Census), 15.20% from Race (United States Census), and 3.71% from two or more races. Latinos (U.S. Census) made up 44.13% of the population. 10.1% were of Germans, 8.1% Italians, 6.0% American, 5.5% English and 5.4% Irish ancestry according to Census 2000.
Question: Use only the supplied information, output a JSON {""answer"":""...""} only to represent Which racial groups each individually made up between 0.5 to 2.5% of the population.
Answer:",response2,African American and Asian and Native American|Native American and African American and Asian,0,0.011450699999999992
"Passage: at Lincoln Financial Field, Philadelphia|weather= 60&#160;&#176;F (Clear)Following their dominating road win over the 49ers, the Eagles returned home for a Monday Night match-up with the Green Bay Packers.  Early in the game, the Eagles offense struggled with two goal-line fumbles being recovered by the Packers.  In the first quarter, Packers kicker Dave Rayner nailed a 23-yard field goal for the only score of the period.  In the second quarter, Philadelphia would score on QB Donovan McNabb's 6-yard TD run.  However, Green Bay managed to get two more field goals, as Rayner got a 54-yarder and a 46-yarder to end the half.  In the second half, it was all Eagles, as in the third quarter, kicker David Akers got a 40-yard field goal, while McNabb and WR Greg Lewis connected on two touchdown passes of 45 and 30 yards.  In the fourth quarter, the Philly offense wrapped things up as McNabb got a 15-yard TD run, while the defense ended the game on a goal-line stand.  With their victory, the Eagles managed to get their first home win of the season as the team improved to 3-1.
Question: Use only the given passage, output an integer only (no words) to represent How many yards was the longest touchdown pass.
Answer:",response2,45,0,0.010256399999999995
"Passage: Like most other European countries, Hungary is experiencing sub-replacement fertility; its estimated total fertility rate of 1.43 is well below the replacement rate of 2.1, albeit higher than its nadir of 1.28 in 1999. As a result, its population has gradually declining and rapidly aging. In 2011, the conservative government began a program to increase the birth rate with a focus on ethnic Magyars by reinstating 3 year maternity leave as well as boosting part-time jobs. The birth rate has gradually increased from 1.27 children born/woman in 2011. The natural decrease in the first 10 months of 2016 was only 25,828 which was 8,162 less than the corresponding period in 2015. In 2015, 47.9% of births were to unmarried women. Life expectancy was 71.96 years for men and 79.62 years for women in 2015, growing continuously since the End of Communism in Hungary (1989).
Question: Use only the supplied information, output an integer only (no words) to represent How many points lower was the fertility rate in 1999 in Hungary compared to what it is now experiencing.
Answer:",response2,.15,0,0.008902199999999999
"Passage: Puhl was granted free agent status in 1990, and signed with the New York Mets on December 13, 1990. He was released by the Mets during spring training on April 1, 1991, and subsequently signed by the Kansas City Royals on April 25, 1991. His final MLB game was on May 29, 1991, then was released from the Royals on June 9, 1991, ending his MLB career. His career statistics included a .280 batting average, 62 home runs, 676 runs, 435 RBIs, and 217 stolen bases. He accumulated 1,361 hits in 1,531 games. He was particularly effective in postseason play, batting .372 in 13 games over three series.
Question: Use only the supplied information, output an integer only (no words) to represent How many days after Puhl was released by the Mets did he sign with the Kansas City Royals.
Answer:",response2,24,0,0.00881415
"Passage: Coming off their miraculous comeback in San Diego and subsequent bye week, the Broncos returned home for an interconference duel against the New Orleans Saints. The Broncos grabbed the lead in the first quarter, with running back Willis McGahee rushing for a 1-yard touchdown. On the Broncos' next possession, McGahee committed a fumble, and the Saints responded early in the second quarter, with quarterback Drew Brees throwing his 300th career touchdown pass&#8212;a 29-yarder to running back Darren Sproles. On the Saints' next possession, Brees was intercepted by linebacker Wesley Woodyard, and the Broncos dominated the remainder of the game. Quarterback Peyton Manning tossed a 13-yard touchdown pass to wide receiver Eric Decker and placekicker Matt Prater nailed a 33-yard field goal to close out the first half. The Broncos increased their lead in the third quarter, with Manning connecting on a 1-yard touchdown pass to wide receiver Demaryius Thomas, then pulled away in the fourth quarter, with a 2-yard touchdown pass from Manning to Decker and another 33-yard field goal by Prater. The Saints scored a late touchdown, with Brees connecting on an 18-yard pass to wide receiver Jimmy Graham, but the game had already been decided in the Broncos' favor. Linebacker Joe Mays suffered a fractured fibula on a kickoff return during the fourth quarter, and was placed on the season-ending injured reserve the following day (October 29). Drew Brees surpassed John Elway for sixth on the NFL's all-time list for touchdown passes. However, Brees' personal record dropped to 0-7 in games played at Denver.
Question: Use only the given passage, output an integer only (no words) to represent How many field goals did Matt Prater make.
Answer:",response2,2|33,0,0.009248999999999997
"Passage: The age distribution, , in Lausanne is; 11,818 children or 9.4% of the population are between 0 and 9 years old and 12,128 teenagers or 9.7% are between 10 and 19. Of the adult population, 21,101 people or 16.8% of the population are between 20 and 29 years old. 22,158 people or 17.6% are between 30 and 39, 18,016 people or 14.4% are between 40 and 49, and 13,940 people or 11.1% are between 50 and 59. The senior population distribution is 11,041 people or 8.8% of the population are between 60 and 69 years old, 8,277 people or 6.6% are between 70 and 79, there are 5,896 people or 4.7% who are between 80 and 89, and there are 1,171 people or 0.9% who are 90 and older.
Question: Use only the supplied information, output JSON {""answer"":""...""} only to represent Which groups had between 10% and 15% of the population.
Answer:",response2,between 40 and 49 and between 50 and 59|40 and 49 and 50 and 59,0,0.011116499999999993
"Passage: The commune of Aix-les-Bains had approximately 14,086 total jobs (employee + self-employed) in 1999, including 1,039 salaried jobs. The average annual rate of change of total employment, between 1990 and 1999, was 0.07%. The number of jobseekers (categories 1-2-3-HAR) on 31 December 2006 was 1,412 with a 13.7% unemployment rate. The rate of activity for those between 20 and 59 years of age stood at 82%, which equals the national average of 82.2%. There were 42.9% of working age against 24.3% of retirees whose number is well above the national average of 18.2%. There were 20.5% of school age and 12.2% of people without activity.
Question: Use only the supplied information, output an integer only (no words) to represent How many years passed between 1990 and 1999 that changed the annual total of employment. If insufficient evidence, output unknown, and choose values explicitly tied to the years 1990 to 1999.
Answer:",response2,9,0,0.011366849999999993
"Passage: Hoping to rebound from their blowout road loss to the Jaguars, the Colts went home for a Monday Night Football matchup with the Cincinnati Bengals. In the first quarter, Indianapolis struck first with K Adam Vinatieri nailing a 30-yard field goal. The Bengals would respond with K Shayne Graham converting a 27-yard field goal. In the second quarter, the Colts began their breakout with QB Peyton Manning completing a 4-yard touchdown pass to WR Marvin Harrison. Harrison would end up catching three touchdown passes in this game. Even though Cincinnati responded with 12-yard touchdown run by RB Rudi Johnson, Indianapolis responded with Manning completing a 3-yard touchdown pass to Harrison. In the third quarter, the Bengals converted another field goal, and the Colts continued their power with Manning completing another touchdown pass to Marvin Harrison. Afterwards, Manning would complete another touchdown pass, this one an 18-yarder to WR Reggie Wayne. In the fourth quarter, the Bengals' only response was another field goal. After that last field goal by Shayne Graham, Adam Vinatieri responded with a 44-yard field goal to close out the game. With the win, the Colts improved to 11-3. Colts QB Peyton Manning finished the game 29 of 36 for 282 yards with four touchdowns and no interceptions, while Bengals QB Carson Palmer was 14 of 28 for 176 passing yards. Palmer also fumbled the football four times in this game. Colts DE Dwight Freeney forced three fumbles in the game and also had three sacks on Carson Palmer.
Question: Use only the supplied information, output an integer only (no words) to represent How many passes did Peyton Manning throw.
Answer:",response2,36|4,0,0.0078024
"Passage: Coming off a bye week, the Bears battled rival Detroit Lions on Monday Night Football. The team kept the Lions from scoring until the fourth quarter, and forced four takeaways. The first turnover forced was in the first half, when Lance Briggs stripped the ball from Mikel Leshoure, which was recovered by Julius Peppers. The second and third turnovers were forced in the third quarter on Zack Bowman's muffed punt recovery, and Brian Urlacher recovering Joique Bell's fumble. The final turnover occurred when Lions quarterback Matthew Stafford's pass was intercepted by D. J. Moore. The Bears struck first on Jay Cutler's touchdown pass to Brandon Marshall, and Robbie Gould kicked a field goal to increase the first half score to 10-0. During the game, Lions defensive tackle Ndamukong Suh threw Cutler to the ground, injuring his ribs. Cutler was eventually replaced by Jason Campbell for a play, before returning to the game. In the second half, Gould kicked another field goal, and prevented the Lions from scoring until the final 36 seconds of the game, when Stafford threw a 12-yard touchdown pass to Ryan Broyles to narrow the margin to six points, but the Bears sealed the victory by recovering the ensuring onside kick.
Question: Use only the supplied information, output a single uppercase letter A–D only to represent Which team scored first.
Answer:",response2,Bears,0,0.009581849999999996
"Passage: As of the census of 2000, there were 19,234 people, 7,473 households, and 4,954 families residing in the village. The population density was 10,337.3 people per square mile (3,992.6/km²). There were 7,650 housing units at an average density of 4,111.5/sq mi (1,588.0/km²). The racial makeup of the village was 82.39% White (U.S. Census), 1.03% African American (U.S. Census), 0.29% Native American (U.S. Census), 4.52% Asian (U.S. Census), 0.04% Pacific Islander (U.S. Census), 3.93% from Race (United States Census), and 3.79% from two or more races. 13.03% of the population is Hispanic (U.S. Census) or Latino (U.S. Census) of any race.
Question: Use only the supplied information, output a single uppercase letter A–D only to represent which racial group was the second smallest.
Answer:",response2,Native American,0,0.00840885
"Passage: The greatest single victory of the SNA-WSLF was a second assault on Jijiga in mid-September , in which the demoralized Ethiopian troops withdrew from the town. The local defenders were no match for the assaulting Somalis and the Ethiopian military was forced to withdraw past the strategic strongpoint of the Marda Pass, halfway between Jijiga and Harar. By September Ethiopia was forced to admit that it controlled only about 10% of the Ogaden and that the Ethiopian defenders had been pushed back into the non-Somali areas of Harerge, Bale, and Sidamo. However, the Somalis were unable to press their advantage because of the high attrition on its tank battalions, constant Ethiopian air attacks on their supply lines, and the onset of the rainy season which made the dirt roads unusable. During that time, the Ethiopian government managed to raise and train a giant militia force 100,000 strong and integrated it into the regular fighting force. Also, since the Ethiopian army was a client of U.S weapons, hasty acclimatization to the new Warsaw Pact bloc weaponry took place. From October 1977 until January 1978, the SNA-WSLF forces attempted to capture Harar during the Battle of Harar, where 40,000 Ethiopians had regrouped and re-armed with Soviet-supplied artillery and armor; backed by 1500 Soviet ""advisors"" and 11,000 Cuban soldiers, they engaged the attackers in vicious fighting. Though the Somali forces reached the city outskirts by November, they were too exhausted to take the city and eventually had to withdraw to await the Ethiopian counterattack.
Question: Use only the supplied information, output a single uppercase letter A–C only to represent which had the largest group, Ethiopians, Cuban soldiers or Soviet advisors.
Answer:",response2,"Ethiopians|Ethiopian army|40,000 Ethiopians",0,0.009165149999999997
"Passage: On October 8, the Chiefs traveled to Glendale, Arizona for their first game in the University of Phoenix Stadium to face the Arizona Cardinals.  Trent Green was still recovering from his concussion, and Arizona's rookie quarterback Matt Leinart made his career start.  The game was broadcast on CBS 1:15pm Arizona time. The game began with Arizona's offense dominating and catching the Chiefs' defense off-guard with a 49-yard touchdown pass to Wide receiver Anquan Boldin, putting the Cardinals on the scoreboard within three minutes of the game. On the opening kickoff, Dante Hall was injured and left the game,  leaving rookie Jeff Webb to return the kicks for the rest of the game, including a 56-yard punt return.  Samie Parker caught a 15-yard touchdown pass, leaving the Chiefs within three points of the Cardinals (17-20).  The play was officially reviewed as the referees initially thought Parker caught the ball out of bounds, but the referees decided it was caught in the endzone. Damon Huard threw Larry Johnson a 78-yard screen pass that would be stopped short of a touchdown when Antrel Rolle twisted Johnson's neck by grabbing his facemask, sending him to the turf motionless for 2&#160;minutes.  Johnson recovered and received a standing ovation.  The NFL fined Rolle $12,500 for his penalty.  It was the second time in the 2006 season in which Rolle had been fined for an illegal tackle.  The play set up Lawrence Tynes' eventual game-winning field goal, leaving the Chiefs with the 23-20 lead. Neil Rackers set up for a kick with less than 15&#160;seconds to play in order to send the 23-20 contest into overtime.  Rackers missed the uprights by a foot with seconds left in the game.
Question: Use only the given passage, output an integer only (no words) to represent How many yards was the longest touchdown pass.
Answer:",response2,49,0,0.011026049999999992
